,Agric,Food ,Soda ,Beer ,Smoke,Toys ,Fun  ,Books,Hshld,Clths,Hlth ,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,FabPr,Mach ,ElcEq,Autos,Aero ,Ships,Guns ,Gold ,Mines,Coal ,Oil  ,Util ,Telcm,PerSv,BusSv,Hardw,Softw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin  ,Other
196704,-3,2.35,8.97,2.58,4.02,5.67,4.51,6.59,6.24,2.41,-99.99,6.08,4.93,3.47,8.1,5.68,2.69,-0.31,4.14,7,4.52,2.94,6.23,4.95,5.04,0.33,0.49,3.01,5.67,2.86,1.86,3.83,9.07,5.43,8.22,21.09,5.74,8.45,6.53,3.6,0.21,8.13,4.95,8.62,1.88,5.2,5.78,0.75,1.19
196705,1.72,0.03,-0.49,-2.63,-3.57,-4.18,2.37,-2.52,-1.55,1.37,-99.99,-5.32,-4.04,-0.73,1.6,-2.26,-1.77,2.89,-2.45,-7.04,0.27,2.76,-0.12,3.2,-1.04,0.2,17.4,1.28,2.82,0.94,-3.44,-4.9,-2.77,0.57,-2.97,-6.18,-2.15,-3.02,-2.27,-1.59,0.77,2.5,-0.42,0.63,-5.66,-2.49,3.62,-3.01,0.32
196706,9.7,7.75,8.39,4.96,3,14.11,14.22,0.4,7.29,8.61,-99.99,6.29,6.24,5.15,16.91,5.9,10.85,9.11,6.55,20.1,10.65,13.47,9.98,15.7,6.57,4.24,3.64,10.49,13.53,8.4,-1.13,5.9,6.64,12.41,14.27,8.98,17.22,10.29,2.01,4.11,4.37,12.71,7.87,16.1,4.09,11.64,6.95,6.56,-10.99
196707,7.77,12.29,4.86,4.26,8.57,9.37,14.87,2.91,9.37,6.43,-99.99,4.48,5.5,5.67,6.37,11.07,10.85,8.06,7.95,5.97,9.14,5.79,11.09,9.2,7.77,7.57,11.57,14.46,5.16,11.85,2.78,2.13,18.46,5.83,7.53,-6.59,3.88,8.36,3.37,9.93,9.75,8.75,8.41,6.96,14.65,1.72,9.1,11.41,19.4
196708,-7.15,1.3,-0.77,0.12,5.41,7.3,2.21,-2.24,0.36,4.26,-99.99,4.31,1.25,-0.89,2.35,2.63,3.1,5.16,0.75,1.83,-0.64,-2.46,0.54,-3.7,1.36,-11.08,-7.61,-2.15,3.51,-0.9,0.08,-0.65,0.43,1.79,3.31,-2.35,-4.29,-3.69,0.63,-0.32,-0.49,1.74,2.39,1.11,3.7,5.29,1.98,3.05,-0.15
196709,3.25,7.36,2.33,-0.41,0,12.45,10.65,8.71,6.69,9.55,-99.99,9.08,5.13,5.09,7.82,9.04,6.71,11.14,2.7,1.58,4.72,6.17,8.97,1.21,-0.44,4.51,6.66,7.03,5.02,9.37,0.07,3.07,13.65,7.71,19,34.94,8.26,8.35,6.27,4.37,-1.37,12.65,8.74,9.34,1.17,0.06,7.94,6.41,0.79
196710,0.12,-2.45,2.84,-2.7,4.04,1.07,0.08,-6.48,-2.44,0.2,-99.99,-4.68,-6.49,-5.31,1.32,-2.81,-1.94,-6.37,-7.16,-6.62,-2.58,-1.05,-3.97,-3.88,-0.67,-7.48,0.54,-0.19,-1.51,0.12,-4.46,-8.53,4.16,2.02,1.65,22.32,-1.1,-3.46,-3.62,-1.85,-5.38,-1.68,0.28,11.01,-2.9,-3.51,1.91,-0.6,-0.46
196711,-2.57,-1.29,0.68,0.09,-1.47,-5.5,-0.28,1.71,1.73,1.22,-99.99,0.88,1.8,-1.34,-4.72,1.03,-0.08,-2.02,-0.16,0.12,-0.35,-1,0.81,1.95,-2.19,0.2,8.94,1.3,-3.28,2.17,1.92,-0.48,6.76,-0.73,0.63,13.5,-0.51,-0.04,-2.1,0.78,0.85,-1.95,1.21,5.64,-4.25,-5.61,-4.66,-0.73,-6.43
196712,5.63,6.97,3.49,-1.5,6.86,10.76,9.19,6.66,10.07,9.54,-99.99,2.82,1.27,7.29,15.18,8.08,9.84,10.09,7.45,8.52,7.99,10.67,8.95,9.04,7.69,-0.18,12.49,9.58,7.06,8.11,2.78,2.22,15.01,16.09,9.96,9.32,12.5,4.34,8.41,7.55,3.03,11.03,6.85,9.36,9.09,12.94,15.51,10.14,5.2
196801,-3.45,3.9,6.53,-0.44,7.37,0,2.91,-0.32,-1.01,3.34,-99.99,-2.65,-6.47,-0.41,8.26,3.99,3.25,7.1,2.2,-2.6,-0.79,0.37,4.86,-5.66,2.57,-1.56,6.98,3.11,1.68,1.92,2.29,0.38,6.3,0.29,-10.78,-28.82,-3.94,-4.04,1.19,6.75,-1.66,9.68,5.2,4.91,16.43,9.11,17.77,10.43,3.15
196802,-11.87,-5.42,5.83,-2.27,-1.4,-7.58,-7.64,-5.38,-6.92,-4.87,-99.99,-6.81,-4.75,-5.82,-10.38,-4.87,-4.87,-4,-6.7,-6.39,-7.34,-10.89,-5.5,-4.36,-3.85,-7.02,20.82,-5.05,-5.03,-6.67,-0.96,-4.62,-10.59,-7.52,-4.63,-21.9,-10.25,-9.2,-7.15,-5.05,-3.48,-8.89,-1.99,-8.34,-5.86,-5.36,-11.81,-4.5,-9.08
196803,-0.99,0.13,1.49,-0.31,-1.67,-0.54,0.87,-1.71,1.01,-1.43,-99.99,-0.16,-0.16,-1.16,-2.46,0.82,-2.31,-2.27,-2.58,-3.43,-2.33,-1.72,-1.22,-1.34,1.87,-0.81,-6.81,-1.93,1.2,1.82,-3.35,-0.96,-6.51,-0.37,0.96,-2.65,-2.23,-1.2,2.25,-2.96,-1.45,-1.42,1.32,1.97,-1.64,-2.25,1.31,-0.62,0.6
196804,8.18,12.43,14.82,5.89,6.79,20.71,18.42,16.43,15.51,21.06,-99.99,9.69,11.61,10.67,16.73,17.9,17.93,15.59,12.51,11.84,13.13,13.42,17.54,17.48,15.1,12.89,5.82,9.83,7.34,12.94,2.96,12.01,21.69,19.75,16.93,27.17,18.19,15.63,10.97,17.62,11.73,15.95,15.28,17.79,11.42,15.27,20.16,15.3,25.11
196805,2.71,11.56,8.81,9.61,4.39,16.57,13.1,9.26,9.19,8.59,-99.99,8.13,4.65,7.31,9.86,11.64,8.57,22.31,8.7,0.83,8.63,11.87,7.69,8.09,7.65,5.15,11.82,8.89,12.05,8.11,0.74,8.31,25.32,7.97,6.72,-5.98,10.01,9.74,8.21,11.32,7.63,19.39,11.41,13.53,11.55,16.48,13.39,9.82,18.88
196806,-2.37,3.5,3.53,2.93,1.49,-1.64,-0.34,1.58,0.08,3.53,-99.99,-1.8,2.3,0.96,0,1.73,-0.49,-2.45,0.38,0.77,1.11,-2.21,1.54,-2.86,10.23,-3.35,-3.53,-0.54,-1.4,2.8,8.56,3.48,5.3,4.76,-1.58,-13.64,-1.92,-3.56,2.13,5.62,0.55,2.24,1.1,0.31,4.75,16.71,6.76,3.41,-0.41
196807,2.44,-3.03,-6.35,-2.43,0.35,-3.35,0.83,-8.19,-3.44,0.15,-99.99,-5.22,-2.98,-2.02,-4.73,-1.26,-0.65,-1.23,-4.47,-4.75,-5.03,-5.88,-2.86,-6.84,-8.44,-5.91,-8.9,-3.75,2.48,0.39,0.48,-5.86,-5.5,-4.7,-10.16,-3.16,-7.62,-2.48,-2.09,-2.13,-3.56,-3.04,-3.28,-3.85,8.11,-0.36,4.04,3.19,-2.7
196808,0.9,0.62,4.1,4.78,-1.39,2.95,5.53,4.41,3.5,5.83,-99.99,4.82,0.71,2.39,4.16,6.67,8.52,5.7,3.18,-3.59,3.25,0.91,6.25,2.08,0.15,9.13,3.34,1.27,3.59,2.84,-0.76,5.89,4.13,0.57,-0.3,-9.78,2.37,1.33,9.32,5.86,0.17,3.71,5.79,6.03,7.53,10.82,10.12,4.23,-1.16
196809,7.48,5.25,4.06,7.56,8.53,10.36,14.2,4.05,9,8.07,-99.99,1.57,1.6,7.54,6.15,7.41,6.69,13.14,5.56,7.72,5.33,7.47,8.81,4.61,6.73,9.09,1.14,8.77,6.49,7.53,0.46,8.21,12.05,8.62,8.15,10.84,4.6,6.84,5.2,6.56,8.92,7.95,7.69,12.53,7.01,15.2,17.44,7.67,13.82
196810,3.87,2.04,-0.85,-1.36,3.71,1.25,-1.19,4.15,0.57,1.69,-99.99,-4.17,1.44,1.09,0.58,-0.48,-0.92,-0.46,2.56,-0.34,-0.3,-0.01,0.42,-3.11,4.01,-1.91,-2.98,-1.32,-0.73,-0.34,1.4,1.47,1.69,-1.27,-2.61,-7.61,-3.04,-2.81,4.87,-0.07,2.6,4.11,4.21,2.41,2.14,-1.92,-0.87,4.29,-6.44
196811,3.93,5.69,6.79,3.83,3.58,7.45,4.13,4.23,7.32,4.93,-99.99,9.07,8.16,6.91,4.66,8.53,7.32,4.19,5.21,3,7.5,7.1,6.92,7.6,12.03,18.41,12.32,5.88,6.76,7.75,8.52,6.72,0.22,8.39,8.84,-2.94,7.93,9.13,6.36,5.46,7.51,8.95,6.63,9.18,7.97,2.36,14.35,10.1,4.6
196812,-1.53,1.96,-1.75,0.84,8.19,-1.58,1.22,0.96,-1.66,-0.27,-99.99,1.9,-1.95,2.42,3.48,-0.61,2.06,0.75,2.61,-1.06,-0.68,0.95,-0.37,-0.68,2.03,-3.25,7.84,12.84,4.71,4.94,-3.02,-4.43,-1.39,1.07,-3.99,-5.45,0.96,-2.32,-1.38,1.33,-2.09,5.61,-1.56,5.91,-10.45,-5.21,5.85,-1.76,26.06
196901,4.8,-1.31,1.85,-0.67,1.59,1.22,-2.74,-1.89,0.2,1.31,-99.99,-1.72,0.14,-0.84,-0.95,-3.33,-2.17,-0.58,1.8,-0.03,-0.97,-2.91,-2,-2.42,-0.03,-2.52,2.43,-0.74,-4.74,1.07,2.28,-2.44,-3.27,3.69,-1.76,-2.56,-2.97,-1.97,0.15,-0.63,2.52,-0.63,-1.05,-1.19,-0.97,-3.5,4.43,-1.19,15.22
196902,-7.47,-7.92,-5.82,-7.04,-8.07,-10.93,-7.89,-10,-9.18,-10.81,-99.99,-6.46,-5.92,-6.92,-10.73,-8.76,-8.42,-11.31,-9.65,-8.54,-7.86,-8.09,-8.1,-8.76,-12.76,-8.41,-7.07,-9.06,-9.61,-10.74,-4.37,-8.53,-8.58,-9.17,-5.64,-13.16,-12.03,-9.04,-6.65,-7.14,-8.38,-11.77,-7,-11.9,-8.42,-8.99,-12.95,-9.31,-13.81
196903,7.4,-0.94,1.65,0.85,-1.35,3.33,-3.06,2.31,2.32,1.29,-99.99,6.51,2.16,1.02,1.73,-1.31,5.57,5.66,1.02,0.77,1.14,0.97,3.89,-0.69,6.98,2.36,1.69,-2.39,-2.47,7.33,-1.62,0.59,-2.68,2.15,4.56,1.52,0.66,0.13,6.7,5.58,-1.83,4.13,2.46,-0.7,5.8,-0.91,6.65,6.64,0.63
196904,-5.3,0.22,1.62,2.31,-4.59,5.3,2.45,2.53,1.16,-2.87,-99.99,3.48,4.15,-1.58,-2.14,-1.17,0.23,4.97,-2.73,-4.27,-2.23,0.26,-0.33,-4.55,-6.09,-1.69,-1.08,-1.18,-6.4,0.76,0.97,3.34,-5.52,-1.31,4.2,-12.69,0.72,0.29,5.72,3.84,-0.81,2.29,0.97,4.26,5.99,7.84,9.97,3.07,-4.9
196905,-3.62,0.15,0.99,2.26,-0.89,0.22,-2.82,3.66,0.7,-0.92,-99.99,4.93,1.18,0.83,2.7,-0.56,-0.27,13.4,-0.65,-0.9,-1.52,-0.62,-0.56,-5.46,-0.58,-3.78,-1.04,-0.84,1.06,9.39,-0.2,3.31,-5.12,0.57,0.09,5.98,-1.57,1.89,-1.79,5.1,-1.71,-1.21,2.26,4.67,-6.23,-1.5,1.42,-1.12,1.23
196906,-6.52,-9.5,-9.44,-10.17,-8.08,-13.08,-12.99,-13.32,-10.46,-12.61,-99.99,-10.3,-6.95,-9.85,-10.28,-10.6,-13.96,-17.38,-11.67,-10.91,-10.13,-14.17,-11.01,-13.63,-10.82,-14.47,-12.19,-13.5,-12.38,-10.88,-5.82,-8.83,-8.92,-11,-7.03,-13.71,-14.2,-11.26,-13.22,-12.77,-11.34,-16.79,-9.98,-15,-10.02,-13.62,-18.6,-13.49,-15.59
196907,-10.72,-7.77,-7.51,-5.59,-5.82,-10.96,-12.33,-10.89,-9.68,-12.35,-2.53,-1.62,-5.27,-7.94,-12,-10.36,-9.73,-9.13,-9.61,-10.63,-7.65,-10.7,-7.88,-12.45,-12.51,-9.56,-18.59,-9.5,-3.69,-10.64,-3.1,-10.85,-13.02,-11.37,-9.71,-26.17,-13.2,-10.25,-8.06,-9.52,-11.66,-11.4,-10.6,-11.53,-3.92,-9.5,-13.96,-9.18,-13.06
196908,2.57,4.56,5.11,8.02,0.34,5.81,8.38,9.83,6.61,0.64,13.95,15.98,7.62,4.11,4.91,3.3,6.01,6.56,1.96,7.04,3.27,2.55,4.41,7.6,5.85,-0.44,8.9,4.17,3.73,6.88,-1.06,3.89,2.02,6.93,8.97,16.46,6.52,3.87,3.7,5.34,5.4,4.73,8.34,7.86,7.95,10.35,9.95,7.67,3.48
196909,-1.04,-1.53,-2.66,-4.51,-0.49,0.17,0.92,0.63,-1.88,-4.17,5,-1.05,3,-3.7,-4.06,-5.73,-2.69,-3.77,-3.25,-1.78,-2.43,-4.02,-3.13,-2.5,3.11,-3.22,10.29,-0.08,-0.11,-9.44,-3.72,-1.95,-2.99,2.39,-0.58,-11.96,-2.64,-2,-1.82,-1.12,-1.7,-2.45,-0.92,-2.04,-5.21,2.72,-7.39,-1.68,-5.86
196910,8.24,7.12,4.73,13.82,8.81,11.04,15.57,8.4,10.47,8.77,21.87,13.16,9.51,7.56,9.7,9.82,10.42,10.5,8.86,6.77,6.6,13.67,9.53,6.33,12.39,7.7,-6.21,3.43,10.03,2.89,7.48,13.61,14.06,16.8,10.29,43.21,18.48,15.2,7.41,7.06,5.72,12.6,9.62,8.51,9.47,4.14,6.86,7.16,6.91
196911,-7.55,-4.06,-6.36,-5.3,-1.22,-9.95,-8.38,-3.97,-5.22,-5.29,-4.53,-0.92,-1.45,-5.16,-7.26,-7.93,-5.92,-10.14,-5.53,-7.03,-4.32,-4.83,-7.16,-10.42,-9.31,-8.06,-6.37,0.03,-1.06,-5.27,-4.3,-1.48,-6.77,-6.28,-3.76,-13.79,-5.91,-3.42,-4.52,-7.7,-9.02,-6.14,-4.53,-3.49,-8.94,-6.05,-7.53,-6.12,-0.76
196912,-1.01,-4.27,-2.85,-4.22,-6.51,-12.04,-9.23,-3.54,-5.17,-9.89,6.7,-1.6,1.26,-6.18,-8.8,-8.05,-7.21,-11.23,-7.03,-0.6,-5.08,-10.45,-7.57,-9.41,-7.95,-7.36,-12.75,-9.5,1.64,-8.08,-1.41,-1.96,-3.77,-5.8,-4.45,-15,-9.65,-3.31,-5.73,-4.98,-11.92,-6.83,-7.17,-7.01,-7.01,-8.24,-9.64,-7.67,-16.11
197001,-3.34,-2.06,-3.28,-0.41,-1.67,-7.71,-5.25,-8.51,-4.48,-2.36,-4.75,-4.33,-3.97,-3.05,-0.27,-2.84,-4.34,-5.14,-2.37,2.39,0,-2.37,-3.57,-7.22,-3.37,-2.76,7.3,1.66,2.67,-3.71,-2.95,-7.74,-10,-7.23,-9.72,-29.41,-4.59,-5.02,-3.48,-6.29,-4.13,-6.23,-3.97,-10.27,-4.55,-4.06,-6.87,-6.9,-3.53
197002,-2.51,3.81,3.37,6.16,6.7,3.48,7.39,-0.21,0.74,1.68,-20.82,2.37,6.51,2.96,5.66,3.91,6.29,4.34,5.45,2.57,3.13,1.32,0.95,0.96,10.51,6.19,-0.96,4.68,10.57,4.67,6.83,7.22,3.09,4.69,3.68,16.67,2.73,5.04,5.86,0.14,7.59,3.1,2.89,2.98,13.33,7.97,5.55,8.88,-3
197003,-5.75,-0.89,4.37,-0.35,4.54,-4.26,-3.52,-2.17,-2.97,-2.11,-3.8,-6.71,-4.14,0.19,-2.33,-2.63,-2.24,-3.01,0.24,-1.35,-1.16,-2.51,-1.12,-3.43,-3.92,-2.69,4.77,1.62,-6.33,-4.54,3.22,-3.94,-8.23,-5.6,-5.46,-8.57,-7.85,-4.22,-1.47,-2.9,-1.31,-5.6,-2.49,-6.45,-1.14,-0.07,-4.95,-2.38,0.13
197004,-17.9,-11.13,-9.41,-13.05,-3.29,-22.27,-24.16,-16.92,-17.72,-16.26,-38.48,-23.23,-12.85,-13.4,-17.73,-12.54,-15.85,-18.3,-14.56,-16.95,-13.53,-16.53,-16.94,-19.3,-9.68,-13.87,-15.89,-16.55,-19.21,-18.42,-6.51,-14.99,-22.08,-23.48,-21.89,-35.94,-22.38,-17.63,-11.1,-19.43,-14.78,-21.78,-15.55,-19.17,-14.42,-16.26,-19.46,-16.4,-30.08
197005,-25.89,-9.88,-4.89,-6,-0.66,-9.75,-9.89,-16.61,-10.77,-7.03,-26.59,-9.85,-9.58,-7.33,-10.52,-8.11,-9.95,-10.5,-7.91,-8.28,-9.63,-9.99,-7.72,-10.23,-11.24,-7.69,-8.47,-5.86,-1.17,-3.13,-5.46,-8.32,-10.09,-10.12,-13.56,-31.71,-9.99,-14.36,-7.11,-8.86,-9.08,-10.6,-10.82,-11.7,-8.99,-9.38,-9.75,-10.59,-7.74
197006,-8.21,-4.44,-4.23,-1.59,2.27,-9.78,-10.69,-10.5,-9.23,-8.73,-5.81,-14.09,-1.84,-6.98,-8.47,-5.7,-8.88,-11.4,-6.3,-10.37,-8.81,-8.59,-7.62,-7.99,-11.13,-10.79,7.78,-2.69,-6.1,-5.8,-3.98,-4.27,-13.82,-8.92,-13.47,-10.71,-12.15,-9.83,-10.01,-6.5,-10.19,-9.23,-5.94,-8.62,-3.36,-7.49,-6.82,-11.12,-22.01
197007,2.61,4.71,4.26,4.8,3.61,4.48,0.04,7.61,4.47,5.82,-6.18,7.48,4.12,4.82,3.16,7.41,5.92,5.26,4.16,6.9,5.12,7.91,12.18,-0.81,9.48,13.05,11.64,2.67,17.71,16.43,7.18,8.7,9.56,4.91,-0.94,-12.01,-0.94,-1.36,7.87,4.98,5.85,4.67,8.2,3.17,6,10.9,3.78,7.03,-3.59
197008,-2.65,2.69,4.64,-1.75,-0.53,7.69,2.61,7.19,5.97,8.57,18.81,5.16,2.54,6.83,6.11,5.71,6.04,7.56,4.91,10.95,6.41,6.31,7.86,10.9,2.79,7.8,9.12,2.52,8.08,8.75,3.98,4.5,1.81,9.36,10.26,-51.76,8.67,9.13,5.57,3.61,8.09,5.39,5.14,4.11,7.72,4.28,6.57,8.08,17.06
197009,22.55,11.62,8.82,5.63,3.39,20.8,25.41,11.55,15.4,15.58,30.23,13.27,8.82,5.18,13.55,14.76,14.06,13.81,9.37,15.53,13.98,14.84,9.78,14.69,9.22,9.24,3.07,9.14,17.49,11.36,0.77,10.54,24.98,19.09,20.18,73.65,23.89,17.97,5.64,14.31,12.12,17.56,11.79,17.76,6.61,10.22,15.92,10.4,8.67
197010,-7.34,0.52,-3.54,-4.2,3.23,-10.91,-11.33,-4.36,-6.15,-5.89,-18.88,-7,-0.86,-5.83,-9.12,-3.44,-7.67,-11.36,-4.94,-9.92,-6.22,-6.66,-6.83,-11,-5.33,-9.72,4.09,-6,5.81,-1.25,-0.58,-3.66,-9.4,-7.25,-11.37,-33.46,-15.82,-12.06,-6.24,-8.47,-2.26,-8.74,-3.76,-3.64,-4.19,-7.94,-10.42,-7.41,-20.6
197011,-5.63,4.88,5.22,-3.77,4.37,-2.44,0.15,0.15,0.45,-2.6,-1.14,-4.26,1.97,0.29,-3.08,-1.15,-0.25,1.47,-1.24,-2.64,-1.49,-2.86,3.4,-3.31,-0.21,13.61,-7.02,-3.42,6.99,2.18,8.79,2.23,-6.77,-1.83,-2.69,9.94,-5.75,0.17,1.69,-1.65,0.98,-4.16,1.35,1.06,5.45,2.14,-0.74,4.07,-9.76
197012,4.28,7.94,5.65,4.1,3.13,8.35,4.09,10.85,8.89,17.6,12.67,8.32,8.9,10.48,6.16,17.82,9.63,9.8,6.53,14.94,11.22,6.14,7.96,2.36,7.82,6.93,-6.17,3.24,5.29,1.99,6.75,6.67,6.73,5.79,1.7,-7.98,4.59,9.72,10.36,8.98,8.24,11.14,11.64,3.42,9.75,13.03,7.12,8.6,18.78
197101,14.05,10.36,9.88,12.59,8.03,17.13,24.82,8.57,13.25,19.92,3.82,16.88,4.7,11.52,16.17,16.42,14.05,17.59,12.95,9.66,12.23,14.84,10.47,22.37,18.35,23.36,4.04,9.17,9.14,8.5,4.81,10.31,17.9,15.96,14.92,19.65,21.46,16.13,11.36,16.89,22.07,18.18,13.84,14.92,9.91,12.65,17.74,12.71,20.75
197102,8.04,6.5,7.14,3.66,4.95,5.37,3.19,5.67,5.41,13.3,35.09,5.82,2.69,3.37,6.29,12.28,3.63,4.53,3.64,8.62,4.55,8.39,5.03,1.44,3.1,0.02,11.49,4.36,-0.45,3.9,-1.98,1.98,4.72,7.25,3.24,-7.73,4.42,4.88,1.97,7.83,3.86,4.76,6.47,4.04,0.71,5.25,7.26,2.45,15.13
197103,0.13,4.4,15.46,1.77,5.67,6.65,14.06,5.29,4.94,3.61,14.9,3.39,3.59,2.88,11.8,0.89,4.03,3.18,4.53,2.36,6,2.35,4.9,1.64,10.26,-2.31,7.59,5.24,-2.26,2.72,1.74,7.78,5.77,6.8,9.65,16.75,10.87,7.39,3.92,5.95,4.57,7.24,9.41,8.7,8.76,6.13,5.33,5.9,9.37
197104,6.28,1.64,1.68,-0.89,2.46,6.49,0.72,3.18,1.2,-0.48,-3.56,5.4,4.65,6.58,-0.77,-1.67,4.61,3.48,2.58,5.51,2.6,5.41,5.97,5.6,2.44,4.73,0.95,1.69,0.29,3.21,-2.47,3.06,-3.08,0.64,1.75,8.52,4.36,1.79,4.34,1.68,11.18,0.3,2.65,-0.85,1.65,5.85,-0.9,3.56,-6.53
197105,-10.52,-4.35,-1.32,-2.73,-8.06,-4.29,-7.8,-7.29,-4.56,-4.23,-6.38,3.37,-1.56,-2.51,-7.55,-5.01,-5.18,-1.89,-6.62,-6.16,-5.92,-4.31,-4.42,-5.02,-4.47,-6.96,-6.34,-3.22,-11.14,-5.49,-3.48,-3.55,-6.43,-5.99,-3.33,10.74,-7.14,-7.97,-4.23,-6.14,-6.81,-6.41,-4.24,-3.19,-6.24,-4.75,-5.61,-6.54,-16.82
197106,-2.28,-0.51,0.37,-1.67,-1.23,-0.84,-2.19,-2.71,-1.66,-5.33,0.12,-4.28,1.41,-2.24,-5.54,-6.66,-1.85,-2.51,-3.91,-5.1,-1.03,-1.83,1.09,-3.76,-1.49,-3.45,-6.33,-4.04,6.01,-0.68,2.44,-0.64,-2.7,-0.91,-4.14,0,-4.13,-2.65,-2.36,-3.33,-2.12,-1.82,-0.98,-1.45,-2.46,-0.09,0.3,-1.83,-1.7
197107,-7.1,-2.31,-3.54,-4.28,0.43,-9.87,-8.82,-7.06,-6.01,-8.34,-12.35,-8.04,-3.06,-6.15,-5.47,-7.23,-4.46,-7.97,-6.22,-5.23,-6.44,-7.94,-5.81,-7.42,-2.45,-5.77,6.43,-4.7,-9.23,-2.52,-0.93,-4.11,-9.25,-9.41,-11.24,-23.88,-10.6,-5.74,-3.54,-3.85,-4.81,-6.42,-4.74,-8.76,-3.75,-0.15,-11.01,-2.26,-13.92
197108,-1.86,0.5,3.6,0.36,3.15,3.97,0.1,3.23,5.07,4.81,4.24,5.38,4.47,6.26,2.73,6.56,6.19,5.61,6.53,7.13,8.56,6.72,10.17,1.53,9.2,6.77,-10.75,-4.77,1.3,0.45,-1.17,1.93,4.3,3.65,6.42,4.41,3.81,7.65,-1.54,0.74,13.18,0.57,3.5,2.73,3.57,5.93,5.67,7.34,3.74
197109,-4.6,-1.34,2.78,-1.74,-1.85,-1.87,-1.21,2.64,-0.97,1.95,-0.98,2.76,1.46,-1.55,-1.28,3.86,0.32,1.14,-4.78,-1.64,-1.14,-1.33,3.65,-0.43,2.41,7.26,-4.42,-4.65,-4.23,-1.5,-1.52,0.84,5.21,-1.95,-6.46,-11.74,-3.01,-1.83,-1.59,-2.63,2.1,-0.72,0.57,-1.52,0.06,-0.27,3.54,-1.24,-6.67
197110,-10.39,-4.54,-3.62,-3.17,-5.68,-5.45,-10.05,-3.35,-5.86,-5.51,-9.09,-4.44,-3.77,-6.87,-4.26,-8.35,-4.68,-6.47,-8.78,-7.77,-7.7,-5.08,-7.12,-6.22,-7.41,-2.33,-18.82,-12.04,-7.79,-8.76,1.8,-5.45,-7,-9.57,-9.29,-17.55,-8.2,-6.91,-5.01,-6.4,-5.89,-5.93,-5.5,-2.74,-1.88,-3.51,-3.63,-3.21,-1.74
197111,-2.28,-3.07,-4.66,-2.75,1.07,-3.64,-1.84,-5.88,-3.83,-3.94,-8.53,-2.76,-1.2,-2.05,-5.45,-4.47,-4.01,-5.87,-3.5,-7.98,-4.36,-5.08,-2.94,-2.54,-2.98,-0.49,5.36,-7.65,-7.02,-1.65,-1.06,0.29,-3.49,-5.48,-1.59,-12.26,-2.34,-5.36,-2.07,-5.85,-2.93,-4.64,-3.09,-3.78,-2.53,-2.85,-6.11,-3.59,-6.33
197112,5.91,10.71,10.82,13.99,7.35,13.05,14.32,15.26,13.1,11.61,17.9,13.1,9.74,10.13,11.73,11.6,10.18,11.17,12.88,15.84,13.12,16.48,13.79,10.37,6.59,13.64,1.39,13.81,18.97,11.31,7.22,13.86,13.8,13.71,13.45,19.85,15.58,15.82,11.95,9.7,13.42,15.02,12.06,18.45,8.79,4.37,4.34,8.75,12.23
197201,23.29,4.39,5.65,9.07,7.48,11.56,23.15,3.79,12.76,12.05,6.43,12.53,3.46,8.72,14.25,12.93,10.29,10.68,10.1,9.53,10.03,15.8,12.49,26.73,5.47,11.82,26.93,15.8,8.39,8.04,1.01,6.94,12.47,14.37,15.78,9.82,23.12,12.28,0.95,9.7,9.29,11.77,7.55,14.8,4.45,3.36,13.5,7.04,25.31
197202,7.05,3.59,3.11,4.56,7.58,7.4,5.98,6.22,5.76,0.81,6.76,11.01,6.42,4.1,7.49,2.41,3.51,4,5.35,4.98,3.82,5.17,4.87,2.86,0.48,1.68,-1.16,6.65,4.59,6.3,-2.23,7.65,5.34,2.35,2.01,-10.06,6.93,5.54,3.45,6.6,2.41,10.25,4.97,4.29,1.2,3.11,2.13,1.5,14.03
197203,3.36,-1.31,5.35,1,-0.17,0.63,0.34,-0.64,1.05,-2.84,-0.43,-0.52,1.26,1.1,0.54,-3.04,0.56,-1.57,0.35,2.75,0.91,1.18,1.29,-2.22,-4.74,1.27,1.37,-1.12,-9.03,-3.29,-0.03,0.36,-2.89,-3.83,-1.03,0,0.38,0.96,1.54,-0.95,0.18,-0.05,0.18,-1.38,3.57,2.31,4.02,0.45,-2.3
197204,2.22,-0.59,-1.31,-3.06,2.12,1.97,-0.92,2.08,3.17,-1.4,-3.81,0.24,-0.08,0.27,1.75,-1.8,0.25,-0.06,0.89,1.63,2.33,4.32,2,-0.37,2.53,3.1,-5.2,-1.5,11.87,-2.18,-2.31,-1.64,-3.46,-1.5,-0.54,16.77,0.87,1.76,3.45,1.87,1.41,0.2,-1.85,1.07,1.59,5.38,-2.79,0.52,-13.6
197205,-2.62,-1.63,-2.7,-0.71,-1.68,-2.48,-3.49,2.76,-0.84,-7.54,-3,0.65,1.07,-1.6,-1.01,-2.51,-3.97,-3.35,-2.92,-5.24,0.4,-0.04,-1.16,-1.64,-3.45,-4.12,10.72,-1.08,0.49,-1.13,-0.52,1.55,-5.38,-2.87,-0.64,-6.91,-2.36,-1.24,0.13,-2.39,-1.09,-1.93,-3.58,-1.38,-3.33,-1.66,-3.11,-4.66,-4.97
